0	2.6143339
10	1.1154418
20	0.9037531
30	0.9167417
40	0.94131386
50	0.6475394
60	0.67012125
70	0.8757392
80	0.47660446
90	0.53594214
100	0.77503014
110	0.59256727
120	0.6620061
130	0.63791835
140	0.8048779
150	0.6147278
160	0.71480507
170	0.75429434
180	0.57063746
190	0.63521683
200	0.5100273
210	0.45153362
220	0.8809025
230	0.64090085
240	0.42999703
250	0.5387615
260	0.5588562
270	0.5366277
280	0.78043985
290	0.4939444
300	0.5883581
310	0.42054185
320	0.46813437
330	0.37325504
340	0.27465284
350	0.524096
360	0.5299246
370	0.42842472
380	0.5996954
390	0.5854365
400	0.60746264
410	0.3849868
420	0.81399506
430	0.41257536
440	0.2240205
450	0.49736214
460	0.39000762
470	0.4187832
480	0.490985
490	0.55547446
500	0.55881876
510	0.45944202
520	0.8196063
530	0.35269576
540	0.41295987
550	0.3651288
560	0.58722734
570	0.62051237
580	0.3688126
590	0.27086818
600	0.44074988
610	0.5148167
620	0.5470214
630	0.5032521
640	0.54488564
650	0.61727417
660	0.6140749
670	0.39802432
680	0.6018183
690	0.43077117
700	0.38510612
710	0.37619132
720	0.51850694
730	0.33914307
740	0.26298335
750	0.40686408
760	0.50334024
770	0.35772723
780	0.3646627
790	0.26351452
800	0.40014428
810	0.39835653
820	0.3235421
830	0.5089081
840	0.40531093
850	0.47911036
860	0.38082814
870	0.42083192
880	0.551794
890	0.49777606
900	0.29003045
910	0.3714656
920	0.35778072
930	0.45187545
940	0.3627321
950	0.47004852
960	0.3245087
970	0.24024267
980	0.44489804
990	0.24621199
1000	0.7601373
1010	0.4839393
1020	0.4522229
1030	0.5813896
1040	0.2896292
1050	0.56651616
1060	0.4121002
1070	0.2664353
1080	0.24766195
1090	0.34934548
1100	0.41222695
1110	0.5439718
1120	0.2843708
1130	0.26380968
1140	0.36900088
1150	0.25140795
1160	0.5026793
1170	0.32497558
1180	0.32561362
1190	0.22741543
1200	0.23674336
1210	0.3700386
1220	0.6170896
1230	0.3305163
1240	0.22802725
1250	0.47466454
1260	0.5934734
1270	0.2750275
1280	0.48076266
1290	0.35390005
1300	0.46401143
1310	0.2614232
1320	0.225469
1330	0.58318233
1340	0.3403728
1350	0.44310787
1360	0.317133
1370	0.31706575
1380	0.26974764
1390	0.2812072
1400	0.39852765
1410	0.3397864
1420	0.34544155
1430	0.34239852
1440	0.23640269
1450	0.2265851
1460	0.44182256
1470	0.36526966
1480	0.3036375
1490	0.33790997
1500	0.39890823
1510	0.28875402
1520	0.33143988
1530	0.14527065
1540	0.38740486
1550	0.24695115
1560	0.27056944
1570	0.4761711
1580	0.2352559
1590	0.6228386
1600	0.39214718
1610	0.4438459
1620	0.5304937
1630	0.380752
1640	0.2610177
1650	0.34362262
1660	0.2201824
1670	0.31165516
1680	0.3972823
1690	0.34804368
1700	0.25159648
1710	0.26034358
1720	0.31440806
1730	0.24701208
1740	0.21980564
1750	0.37411907
1760	0.369336
1770	0.27511457
1780	0.5675852
1790	0.16409759
1800	0.35955045
1810	0.41249394
1820	0.5358017
1830	0.26933053
1840	0.48290536
1850	0.1910113
